username,user_id,user_watching,user_completed,user_onhold,user_dropped,user_plantowatch,user_days_spent_watching,gender,location,birth_date,access_rank,join_date,last_online,stats_mean_score,stats_rewatched,stats_episodes
Pichigaru,70752,5,145,0,0,1,130.06,Unknown,,,,2008-06-23,2015-12-28 05:31:00,8.69,253.0,7349.0
TheLastBurger,166169,11,28,0,1,8,18.19,Male,,1989-05-24,,2009-04-03,2010-11-10 09:11:00,8.21,0.0,1080.0
Nikooru,112536,18,280,2,5,85,91.97,Female,"Sofia,Bulgaria",1995-04-25,,2008-11-08,2017-12-05 12:19:00,8.25,0.0,5514.0
PsyAlucard,120495,8,36,0,0,0,28.96,Male,Sâo Paulo,1991-02-04,,2008-12-04,2016-03-13 16:44:00,9.42,0.0,1723.0
jensx,3738655,8,94,3,36,504,35.19,Female,,1999-03-14,,2014-04-29,2016-01-13 17:38:00,8.79,0.0,2143.0
GurrenLeader1990,491930,13,175,7,14,37,156.71,Male,"Eden, NC",1990-03-17,,2011-05-28,2017-06-27 09:51:00,7.35,67.0,9248.0
_Kazunari,242220,0,97,22,15,114,25.89,Female,MariLand; Russia.,,,2009-10-04,2017-03-15 07:00:00,8.86,0.0,1544.0
SaadatMubasshir,1492617,1,241,4,5,136,82.24,Male,"Dhaka, Bangladesh",1995-02-25,,2012-09-02,1900-05-07 10:17:00,7.56,22.0,4839.0
broandgar,2464383,3,530,0,0,18,127.7,Male,Philippines,,,2013-04-20,2018-05-14 16:00:31,7.74,0.0,7699.0
burstintoflames,355320,46,217,63,10,90,41.2,Male,"Aberdeen, UK",1988-08-11,,2010-07-14,1900-05-01 13:52:00,7.28,16.0,2552.0
Boca_Del_Lobo,461861,4,18,4,0,0,39.22,Male,,1994-10-14,,2011-03-15,2014-09-03 22:37:00,7.65,2.0,2349.0
PeregrinTook,3699131,13,31,1,2,2,36.77,Male,"Stockholm, Sweden 937",1998-10-09,,2014-04-13,1900-04-10 10:15:00,7.0,2.0,2219.0
popiz,401483,2,16,0,1,1,56.31,Male,"Santa Fe, New Mexico",1993-06-30,,2010-10-28,2011-03-20 16:25:00,8.15,8.0,3377.0
ALEOSO,3632439,9,218,11,36,148,80.79,Male,Argentina,1990-08-26,,2014-03-14,1900-03-31 20:35:00,7.99,0.0,4855.0
Ashley_Mei,4955588,27,26,4,1,5,10.04,Female,"Aveiro, Portugal",2002-05-06,,2015-10-25,1900-05-15 07:19:00,8.8,0.0,601.0
DNF,45988,20,308,12,105,27,95.49,Male,,,,2008-03-27,2014-05-03 03:11:00,6.71,7.0,6839.0
Anadriell,77471,4,71,1,0,0,47.85,Female,Tychy (Poland),,,2008-07-17,2009-12-29 09:48:00,8.63,0.0,2862.0
BatStark,3005611,8,141,7,26,15,72.17,Male,Spain,,,2013-08-07,1900-04-08 13:22:00,7.52,0.0,4186.0
RedPerry,5842479,12,55,0,3,50,15.69,Female,,,,2016-11-16,2018-05-17 01:59:00,7.96,0.0,964.0
sonn_e,1040425,6,148,0,18,32,65.47,Female,"Mato Grosso do Sul, Brasil",1993-03-01,,2011-12-04,1900-04-09 00:14:00,8.04,9.0,3960.0
indyelmo0902,60654,10,77,2,0,153,41.87,Female,"Littleton, Colorado",1989-09-02,,2008-05-15,2016-03-30 21:02:00,8.71,1.0,2488.0
COURTNEYVIOLET,6467062,2,39,11,3,80,14.03,Unknown,,,,2017-08-08,1900-05-16 05:29:00,7.77,0.0,858.0
Kaze_no_Hime,81795,2,211,5,6,2,67.74,Male,"Bulgaria, Sofia",1990-06-13,,2008-08-01,2012-05-13 10:09:00,7.72,15.0,3890.0
teelaPL,64280,13,652,69,139,108,220.6,Female,"Poland, Cracow",,,2008-05-28,1900-05-12 09:23:00,7.15,4.0,13895.0
RuMz,1091303,10,81,7,1,52,72.6,Male,UK,1994-02-06,,2012-01-06,2017-10-05 12:17:00,8.26,0.0,4341.0
Build-Lancer,1584779,29,786,20,117,103,154.54,Male,"San antonio ,Texas",1996-08-16,,2012-10-04,2018-05-17 12:04:00,8.35,0.0,9542.0
Ranmier,201645,15,542,0,26,59,171.11,Male,"pasig,philippines",1992-04-19,,2009-07-02,2015-07-15 05:25:00,8.51,1.0,11247.0
NekoC,200869,16,59,12,6,54,59.0,Female,"Reynosa, Tamaulipas",,,2009-06-30,2010-10-14 20:06:00,8.23,0.0,3532.0
RenChild,164580,10,63,3,2,11,24.3,Female,Novosibirsk,1986-10-14,,2009-03-30,2010-07-05 09:07:00,8.31,5.0,1428.0
markass,22401,11,88,0,0,37,58.42,Male,Gdańsk,1991-11-11,,2007-11-18,2012-03-03 14:41:00,9.62,10.0,3498.0
mixrin,84595,7,110,25,32,0,38.13,Male,"Russia, Moscow",1990-09-07,,2008-08-10,2011-07-18 10:48:00,8.19,0.0,2300.0
elseM,280044,31,246,12,22,48,53.72,Female,"Venlo, The Netherlands",1995-09-18,,2010-01-08,1900-03-12 03:33:00,7.17,0.0,3389.0
mancer,27616,25,105,33,12,81,77.36,Female,"Bratislava, SR",1992-05-07,,2007-12-24,1900-04-03 04:30:00,8.31,19.0,4587.0
andytainer,313877,2,154,6,5,10,87.4,Male,,1994-12-13,,2010-04-08,2017-06-19 01:20:00,9.13,31.0,5115.0
Flashmud,351612,4,57,9,20,45,29.8,Female,Canada,,,2010-07-06,1900-03-03 13:06:00,7.68,0.0,1762.0
Acardo,47089,0,227,8,11,35,185.27,Male,,,,2008-04-01,1900-04-21 12:26:00,7.79,67.0,11075.0
Hrybami,4139233,17,685,9,17,74,191.21,Male,"Quebec, Canada",1992-10-01,,2014-09-30,2018-05-15 05:55:44,5.47,28.0,11755.0
Kanra-Hime,94853,97,420,18,63,360,132.17,Unknown,,,,2008-09-14,1900-03-15 22:58:00,8.36,14.0,8201.0
ChuugiRain,130476,4,65,6,3,9,32.73,Female,,1993-04-17,,2009-01-03,2009-07-10 08:24:00,7.44,0.0,1936.0
Kpop,5049611,322,93,0,1,25,36.32,Unknown,,,,2015-12-13,1900-05-13 07:20:00,7.51,0.0,2214.0
Karoty,341451,10,176,1,0,7,76.79,Female,Warszawa x3,,,2010-06-14,1900-04-21 11:47:00,7.5,0.0,4677.0
andRHEA,255818,16,22,2,1,3,10.69,Unknown,,,,2009-11-07,2010-09-12 05:44:00,8.03,0.0,613.0
csands358,181113,3,220,93,27,107,89.24,Female,,1982-12-21,,2009-05-10,2018-05-17 01:17:02,6.97,38.0,5227.0
keiichi-senpai,264786,114,801,4,0,117,393.27,Unknown,,,,2009-12-01,2014-03-19 22:40:00,8.51,145.0,23738.0
Annon,298114,19,194,15,23,54,77.44,Male,"Sweden, Uppsala",1991-01-01,,2010-02-23,1900-05-14 17:06:00,7.03,5.0,4597.0
2Bfreeyumi,5218,2,582,19,30,21,123.28,Female,"Richmond, Virginia",1991-01-09,,2007-06-04,1900-05-16 09:26:00,7.79,18.0,7105.0
knut131,5236871,8,85,1,0,63,22.57,Male,Norway,1994-01-01,,2016-03-03,1900-05-13 13:18:00,7.14,0.0,1326.0
EpiphanE,27978,2,26,0,1,0,22.77,Male,Wisconsin,1987-06-13,,2007-12-26,2015-02-21 10:45:00,7.68,0.0,1372.0
Tonikun,103639,1,123,1,6,0,62.17,Male,"Castellon, Spain",1977-01-01,,2008-10-10,2009-05-30 14:21:00,7.06,18.0,3689.0
Arjman89,1193945,7,339,30,0,221,71.49,Male,Sacramento,1989-04-10,,2012-03-11,1900-05-16 04:39:00,7.81,240.0,3112.0
NoyChan,5130,16,217,1,6,12,74.34,Female,behind you~~~,1994-08-29,,2007-06-03,2010-10-31 11:43:00,7.74,0.0,4414.0
s1ckb0y,5628849,3,105,0,2,6,24.84,Male,Brazil,,,2016-08-16,2018-05-15 19:30:00,7.05,0.0,1462.0
NoHealz4U,3056639,4,415,0,0,92,167.73,Male,"Salt Lake City, Utah",1992-09-04,,2013-08-16,1900-04-10 20:10:00,7.45,0.0,10228.0
blurubberlizard,6739458,8,61,0,0,0,15.54,Unknown,,,,2017-11-16,2018-05-18 03:06:50,8.39,0.0,1080.0
Ryoko-chan,21227,41,302,24,5,72,83.3,Female,,,,2007-11-11,1900-04-28 12:36:00,8.94,12.0,4940.0
saekosan,390451,5,490,12,5,437,160.93,Male,,1987-03-22,,2010-10-02,1900-04-29 03:33:00,6.97,26.0,9636.0
LordKinguio,7207226,8,28,1,1,17,29.69,Male,São Paulo,2000-02-19,,2018-04-26,2018-05-18 06:06:56,8.08,0.0,1781.0
JCano,7050414,65,37,0,0,194,10.35,Unknown,,,,2018-03-11,2018-05-18 09:06:58,8.92,0.0,609.0
LsCapricorn,1114015,1,33,0,0,3,27.45,Male,,1990-01-02,,2012-01-21,2012-08-29 22:43:00,9.5,12.0,1594.0
sayi_shishioh,281823,5,327,3,0,22,93.63,Male,"Johnstown,  Pennslyvania",1993-04-21,,2010-01-12,2014-11-24 10:18:00,8.78,3.0,5533.0
Erzo,1103743,27,624,13,11,21,113.53,Male,,1995-05-21,,2012-01-14,1900-05-12 18:18:00,7.2,0.0,7314.0
midnightotaku17,2604995,2,165,21,11,57,38.25,Unknown,,,,2013-05-22,2017-12-02 08:42:00,7.37,0.0,2500.0
Inaho,128742,3,142,0,0,0,40.72,Female,,1991-08-03,,2008-12-30,2016-10-30 07:58:00,8.93,12.0,2703.0
Tiazmer,182751,19,278,96,9,141,106.22,Male,Sweden,1982-09-17,,2009-05-15,1900-05-07 09:15:00,6.63,24.0,6165.0
Hinataata,2079537,0,228,0,0,0,105.62,Unknown,,,,2013-01-23,1900-03-19 14:27:00,8.56,0.0,6249.0
fenali,39882,0,85,15,10,83,22.9,Unknown,Canada,,,2008-02-27,2017-09-26 16:43:00,7.71,0.0,1346.0
The_Star,475731,51,263,36,1,226,74.95,Female,Germany,,,2011-04-18,2018-05-17 14:49:00,7.38,3.0,4439.0
Theosid,179098,9,296,16,0,34,103.88,Male,,1996-06-11,,2009-05-05,2014-11-09 10:21:00,7.81,13.0,6172.0
Anned,1451467,62,129,17,7,21,76.79,Male,,1991-08-07,,2012-08-11,1900-03-24 15:38:00,8.53,3.0,4632.0
marisamaribel,349233,3,32,0,1,1,14.7,Female,"Jacksonville, Florida",1991-11-13,,2010-07-01,2010-07-09 14:33:00,7.94,0.0,928.0
MightyDrill,260266,5,17,7,2,16,14.56,Male,,1992-04-11,,2009-11-18,2010-06-22 05:31:00,9.18,17.0,795.0
1ceangel,62957,7,48,25,4,39,17.21,Female,"Newcastle, England",1993-03-30,,2008-05-23,2016-08-23 14:55:00,8.74,12.0,965.0
yaoist,5418141,27,171,18,21,590,38.78,Unknown,,,,2016-05-18,1900-04-28 09:35:00,8.34,7.0,2441.0
skullblade169,878547,13,72,5,4,72,54.56,Male,,1990-07-13,,2011-11-04,1900-04-14 20:57:00,7.91,12.0,3259.0
Mewixi,779981,5,73,6,20,16,33.06,Female,"Brisbane, Australia",1996-03-29,,2011-10-20,2017-12-18 04:30:00,7.9,5.0,1973.0
LoneCrow,1351573,18,183,16,0,48,37.23,Male,Malaysia,1995-02-08,,2012-06-18,2016-09-21 12:01:00,7.67,8.0,2232.0
Blareot,452367,31,784,16,34,123,172.34,Male,Sevilla,1994-09-09,,2011-02-22,2018-05-16 00:13:09,7.66,3.0,11181.0
LunatikPriest,454119,8,383,0,0,24,102.72,Unknown,,,,2011-02-26,2018-05-14 19:14:09,8.71,29.0,5940.0
coronene,205387,17,502,23,29,46,125.16,Non-Binary,Berlin,1991-03-01,,2009-07-10,1900-05-16 20:15:00,5.84,45.0,7470.0
V2Blast,134641,0,282,8,6,588,74.15,Male,,,,2009-01-13,1900-05-11 01:06:00,7.16,19.0,4487.0
Milyra,476352,5,227,4,144,165,90.03,Female,,1991-01-01,,2011-04-19,1900-05-08 02:25:00,6.42,29.0,5351.0
esotericarson,5588528,1,44,3,7,11,17.4,Unknown,,,,2016-07-29,2017-01-04 23:33:00,6.85,0.0,1018.0
YourHellaKouhai,5067089,0,72,2,10,82,15.91,Female,Canada,2000-12-11,,2015-12-21,2016-07-01 19:28:00,6.69,0.0,998.0
lobotomoy,165981,3,239,58,7,37,50.03,Unknown,,,,2009-04-02,2018-05-17 09:58:00,7.69,0.0,3295.0
Yostiq,4683648,12,235,100,23,159,82.69,Male,"Inside, Home",1999-09-05,,2015-06-18,2018-05-18 10:07:22,8.12,8.0,5129.0
hana_haruka,2120443,21,110,0,0,4,67.71,Female,turkey,1993-06-28,,2013-02-01,2016-02-03 14:06:00,7.96,0.0,4062.0
Aii-Yuu,6599527,13,291,2,40,32,144.39,Unknown,"Gangnam, Seoul",1994-07-12,,2017-10-01,2017-11-02 14:02:00,7.85,0.0,8700.0
TheBlueSpirit,3299725,74,52,4,4,163,13.62,Male,,1994-11-12,,2013-10-27,1900-01-04 23:14:00,7.76,0.0,836.0
Kassad10,293676,13,134,3,6,51,40.74,Male,,1993-05-31,,2010-02-12,2017-03-22 14:59:00,8.36,8.0,2423.0
Yagami_Raito8920,103316,57,292,2,17,11,97.15,Male,Wałbrzych,1989-01-05,,2008-10-09,1900-03-25 01:48:00,6.68,0.0,5681.0
Ika_BakaKu,32254,23,223,10,1,7,116.64,Female,Under ur Bed,1984-08-28,,2008-01-19,1900-04-18 01:43:00,8.62,113.0,6805.0
Aikute,264330,29,348,0,0,30,93.08,Female,Lithuania,1994-02-20,,2009-11-30,2015-04-27 14:59:00,8.57,0.0,5648.0
Nickyz,451467,4,67,1,2,20,52.3,Male,Brussels,1992-03-28,,2011-02-20,2013-09-02 03:09:00,7.92,0.0,3109.0
javziz,5399255,13,202,1,4,57,70.19,Unknown,,,,2016-05-09,1900-05-07 03:05:00,6.1,0.0,4358.0
teababe27,261082,9,279,88,23,818,79.5,Non-Binary,New York,1991-10-27,,2009-11-21,2018-05-18 02:07:33,7.05,30.0,4726.0
Gegec,257024,40,452,14,0,22,95.06,Male,Hungary,,,2009-11-09,1900-04-14 07:48:00,7.73,78.0,6057.0
sachikosama,448376,0,18,0,3,0,5.37,Female,"Istanbul, TR",1984-01-04,,2011-02-13,2011-03-14 03:25:00,7.9,0.0,318.0
Emotocon,348264,7,210,24,9,56,95.64,Male,"Calgary, Alberta",1993-03-09,,2010-06-29,1900-05-11 12:57:00,7.23,14.0,5702.0
Sama,20292,82,227,92,21,14,86.11,Female,,1988-03-26,,2007-11-05,1900-05-14 14:49:00,8.06,34.0,5262.0
dackdackromain,371970,6,115,2,20,45,35.47,Male,,,,2010-08-19,2017-09-05 11:45:00,7.14,0.0,1979.0
schmyke,372505,4,105,10,2,3,44.08,Male,Leicestershire,1992-06-14,,2010-08-20,2013-11-21 16:28:00,7.48,0.0,2506.0
werelly,469496,11,170,0,0,47,44.19,Female,"Russia, Komsomolsk-on-Amur",1994-07-20,,2011-04-03,1900-04-12 08:27:00,9.49,0.0,2656.0
ikazuuyr,499571,17,66,5,3,177,34.15,Female,,,,2011-06-16,1900-03-24 10:41:00,7.43,6.0,2042.0
Astharoshe,420942,5,339,7,5,106,71.86,Female,"Jeseník, Czech Republic",1984-12-27,,2010-12-17,2017-02-05 09:16:00,7.8,0.0,4149.0
pocket246,3932391,14,71,2,0,46,15.84,Male,Germany,,,2014-07-16,2016-01-16 07:07:00,7.65,0.0,926.0
Jel,92339,10,316,28,34,134,78.32,Female,,,,2008-09-05,1900-04-09 19:17:00,7.94,14.0,4712.0
trishhy,11164,15,127,19,48,47,38.22,Female,,,,2007-08-25,1900-05-16 22:10:00,7.25,15.0,2399.0
ThinkOverpwrd,5581003,11,232,6,3,9,67.22,Male,New York,,,2016-07-26,2017-08-11 20:15:00,7.92,0.0,3994.0
Hizome,277962,2,54,3,4,4,29.56,Female,,,,2010-01-03,2010-06-04 07:49:00,8.81,11.0,1769.0
delaneysloane,4287531,45,295,32,33,86,81.81,Female,California,1997-05-21,,2014-11-29,1900-01-05 20:12:00,6.62,21.0,5135.0
KimmyChii,432938,18,514,23,1,363,92.38,Female,,1994-07-05,,2011-01-10,2018-05-17 09:08:00,7.56,15.0,6262.0
SlicedLemon,325229,24,109,42,27,2,29.31,Male,Australia,,,2010-05-06,2013-07-05 08:29:00,7.97,13.0,1738.0
Tempest_Angel,47680,130,200,6,2,644,43.82,Male,"Manchester, UK",1981-10-16,,2008-04-03,2018-05-18 11:46:01,8.78,32.0,2519.0
MotoLala,3860707,32,546,0,0,239,142.44,Male,"pakistan, karachi",1996-08-10,,2014-06-21,1900-05-11 22:31:00,10.0,0.0,9340.0
AmandaPanda,337491,5,195,2,1,7,58.7,Female,"Azusa, California",1994-07-28,,2010-06-05,2017-12-03 01:52:00,8.58,0.0,3499.0
herogian,197746,20,193,2,16,10,73.74,Male,"Reggio Emilia, Italia",1991-04-24,,2009-06-23,1900-04-27 01:37:00,7.34,0.0,4346.0
cannibalbuffet,530105,2,116,0,0,19,47.72,Female,"Tallahassee, Florida",1990-11-22,,2011-07-31,2017-05-03 11:19:00,7.51,0.0,2757.0
Kakuman1995,6016442,7,22,2,3,61,10.38,Male,034,2000-05-01,,2017-01-29,1900-05-16 16:42:00,6.83,0.0,629.0
Lambdaa-,3033233,43,448,52,72,155,141.62,Male,"Ho-kago Tea Time, Malaysia",,,2013-08-12,2018-05-17 07:45:00,7.63,71.0,8636.0
HalloweeNx31,2520845,35,278,15,1,1804,59.77,Male,"Constanta, Romania",1997-10-31,,2013-05-03,2015-08-05 13:15:00,7.85,23.0,3803.0
AthenaGlory,49664,3,57,0,0,2,15.96,Female,Monokuro Sekai,,,2008-04-08,2013-01-17 16:49:00,8.55,13.0,936.0
Zyx66,356710,6,75,3,6,14,82.79,Male,,1995-08-10,,2010-07-17,2017-11-19 06:53:00,8.63,0.0,5969.0
Kilaa,96556,11,245,2,7,4,138.52,Male,Aachen,1990-03-19,,2008-09-20,2009-01-19 07:45:00,7.32,43.0,8040.0
Onmogeloos,4618056,11,149,6,19,5,82.51,Male,,1999-12-14,,2015-05-16,2018-05-17 11:10:10,6.62,1.0,4962.0
meikira14,129727,14,69,8,0,83,47.32,Female,,1993-05-27,,2009-01-01,2016-11-30 22:10:00,7.82,0.0,2823.0
machocka,403229,25,265,0,0,142,105.75,Male,,1994-10-23,,2010-11-02,1900-05-14 13:09:00,7.84,10.0,6235.0
SugaSwish,431748,16,25,0,0,21,7.78,Male,Middlesbrough,1993-07-29,,2011-01-08,2011-06-16 14:28:00,10.0,0.0,466.0
My_Love_Emilia,4468359,1,388,0,0,12,154.95,Male,Austria (Vorarlberg),1995-01-04,,2015-02-15,2018-05-18 12:08:25,4.89,44.0,9244.0
flyingpardin,361903,17,207,21,130,44,119.46,Female,"Glasgow, Scotland",1994-06-10,,2010-07-28,2017-05-13 08:45:00,7.43,19.0,7297.0
jetman,17201,29,118,9,10,551,50.93,Male,,1989-09-12,,2007-10-14,2017-10-15 13:36:00,8.34,3.0,2939.0
Hakai-kun,4723506,12,178,1,6,27,80.33,Male,,1999-09-20,,2015-07-06,2018-05-17 14:59:00,8.12,0.0,4765.0
PumpkinWood,650301,5,171,12,16,80,84.16,Unknown,Neptune,1996-09-01,,2011-09-26,2018-05-17 05:54:46,6.58,73.0,4896.0
pais523101,194564,7,78,4,7,6,34.23,Female,"edmonton, albeart",1994-01-03,,2009-06-15,1900-01-28 12:19:00,7.76,31.0,1945.0
animefanny,114358,5,33,5,3,14,19.42,Female,,1993-09-27,,2008-11-14,2008-12-09 17:43:00,8.63,0.0,1139.0
alexeatsspam,469855,9,81,8,20,64,22.99,Male,,,,2011-04-04,2014-01-18 21:17:00,6.66,3.0,1310.0
mgame2k,1800,7,922,17,0,47,265.85,Unknown,,,,2007-01-28,2017-03-22 23:08:00,8.04,0.0,15472.0
Taiga-Hrk,367446,28,125,1,6,81,98.65,Male,"Toulon, France",1991-01-21,,2010-08-09,1900-05-13 15:46:00,8.94,129.0,5840.0
Pajmas,2556851,23,245,7,11,290,107.08,Male,Poland Kedzierzyn-Koźle,1997-10-01,,2013-05-12,1900-05-14 11:58:00,6.07,4.0,6328.0
Mythicaltrebi,1968736,7,257,19,13,21,100.36,Male,Norway,1993-11-24,,2012-12-30,1900-04-19 12:50:00,7.82,0.0,6002.0
Bruno2001,6329728,6,85,0,5,1,22.79,Unknown,,,,2017-06-19,1900-05-09 13:30:00,6.98,0.0,1350.0
Tsumikii,244747,57,31,6,2,70,6.8,Female,,,,2009-10-10,2013-02-03 02:03:00,7.97,0.0,455.0
kuras234,216369,24,419,18,42,39,94.89,Unknown,,,,2009-08-04,2015-11-06 11:57:00,7.9,0.0,5939.0
Animedaoly,5502296,6,94,0,0,3,61.45,Male,,2000-08-09,,2016-06-25,1900-04-03 14:32:00,7.94,0.0,3704.0
Twice,687,6,194,1,9,2,90.54,Male,Sweden,1985-11-12,,2006-08-26,2009-08-11 16:46:00,7.49,99.0,5293.0
Mazereon,6680676,2,86,38,5,210,18.18,Male,Philippines,1998-07-31,,2017-10-27,2018-05-15 17:12:44,8.29,0.0,1123.0
Diana_Sofia,4956879,12,141,5,0,0,30.78,Female,"Zaporizhia, Zaporiz'ka oblast, Ukraine",1998-06-10,,2015-10-26,2018-05-17 01:57:00,6.56,0.0,1863.0
ErenJaeger95,4471243,13,103,14,2,129,85.24,Male,Deutschland,1995-02-28,,2015-02-17,2017-05-14 23:10:00,7.42,14.0,5113.0
KyousukeLove,503383,19,421,39,13,822,143.13,Male,Academy City,1994-07-18,,2011-06-25,2013-12-08 09:34:00,8.09,0.0,8810.0
Anilapse,4317045,1,264,7,2,84,101.26,Unknown,The Nothing,1989-11-15,,2014-12-12,1900-02-16 19:23:00,7.04,0.0,5934.0
carlosedic_,5090435,8,191,4,1,48,68.77,Unknown,,,,2015-12-31,2018-05-17 07:31:34,8.18,59.0,4144.0
AgustDK,3180175,3,190,14,0,198,180.64,Female,Mystic Messenger + OT5 Hell ♥,1994-05-17,,2013-09-21,1900-02-07 19:20:00,8.68,88.0,10678.0
Estenall,5421303,18,160,35,4,185,28.09,Female,"Bydgoszcz, Poland",1997-07-22,,2016-05-20,1900-05-15 14:45:00,7.45,2.0,1889.0
chaogarden,162701,17,62,14,2,88,28.03,Unknown,,1994-06-17,,2009-03-24,1900-02-08 11:14:00,7.63,5.0,1650.0
Nathalie_,300225,4,60,6,2,11,30.66,Female,"Sofia,Bulgaria",1988-05-28,,2010-03-01,2010-08-06 06:19:00,8.67,0.0,1932.0
Aleksandar1337,6075731,7,50,5,4,282,25.94,Male,Serbia/Pozarevac 077,2003-05-04,,2017-02-27,2018-05-18 07:09:02,7.09,2.0,1531.0
facundoj,4509838,4,161,0,9,47,47.77,Male,"Buenos Aires, Argentina",2002-07-06,,2015-03-20,1900-05-13 16:47:00,8.04,19.0,2769.0
kingriq45,4487705,12,224,3,1,175,23.91,Male,,1999-03-03,,2015-03-02,2018-05-15 07:09:00,8.42,5.0,1441.0
VenatorUpgraded,1495481,5,72,0,1,3,41.11,Male,"Imotski, Croatia",1990-11-16,,2012-09-04,2016-11-20 05:04:00,7.96,0.0,2413.0
_Edwards-kun_,176755,5,274,17,2,75,121.19,Male,"Santiago, Chile",1993-08-31,,2009-04-29,1900-04-29 08:22:00,7.52,51.0,7020.0
ArKnar,3711293,36,943,13,150,162,236.15,Male,France ,,,2014-04-18,2018-05-18 01:09:05,7.13,31.0,14534.0
Ilardii,4614676,51,607,2,6,135,182.85,Male,"Manila,Philipines",1996-09-11,,2015-05-14,1900-04-23 22:04:00,7.48,0.0,11268.0
FioutueGeek,58759,7,110,27,20,0,60.77,Female,"Rennes, Paris, France",1989-01-04,,2008-05-07,2009-09-26 02:40:00,7.37,35.0,3613.0
Nezerchin,64728,22,243,56,47,49,89.48,Male,"Lexington Park, MD",1986-11-12,,2008-05-30,2010-08-25 13:19:00,7.17,22.0,5149.0
NhatJoestar,5239080,7,197,13,43,160,85.47,Male,"Germany, Düsseldorf",2000-06-24,,2016-03-04,1900-05-11 12:17:00,6.22,16.0,4955.0
Andaroo,17797,10,31,0,0,1,12.75,Unknown,,,,2007-10-19,2009-09-25 21:35:00,9.44,15.0,744.0
I2oja,1718001,5,157,0,9,19,556.24,Male,"Udine, Italy",1991-12-27,,2012-11-02,2015-03-26 06:33:00,7.3,0.0,10588.0
Natsuru-chan,394031,5,52,2,4,40,13.75,Unknown,Lublin,1996-02-01,,2010-10-10,2011-04-24 01:05:00,8.67,0.0,814.0
Heechan,357813,36,1165,48,71,94,307.54,Male,,1988-04-11,,2010-07-19,2018-05-14 10:58:00,8.89,14.0,18575.0
GooD_LucK,4105329,35,770,43,140,124,349.2,Male,"Murcia, España",1996-11-20,,2014-09-17,2018-05-18 12:09:13,6.42,157.0,21766.0
kutsuu,52850,13,167,40,30,8,62.8,Male,Sweden,,,2008-04-14,2010-01-06 10:49:00,6.96,0.0,3657.0
Sunset060,3032857,5,239,18,12,659,74.62,Female,Poland,,,2013-08-12,1900-04-18 10:13:00,7.38,93.0,4495.0
Zensational,103267,67,284,4,0,140,74.88,Unknown,,,,2008-10-09,1900-04-24 00:42:00,7.8,0.0,4316.0
Lady_Tatih,1267745,2,75,4,6,4,35.91,Female,,,,2012-04-22,2015-05-01 23:13:00,7.45,0.0,2148.0
Ffwah,410300,12,74,13,2,45,27.74,Female,"Philadelphia-ish, PA",1993-05-07,,2010-11-20,2017-09-09 23:18:00,7.97,1.0,1577.0
mruuczek,1979460,53,136,1,0,480,40.49,Female,Opole,1989-04-08,,2013-01-02,2016-05-18 13:35:00,8.45,0.0,2458.0
Snfreweh,63020,10,118,14,5,50,58.37,Male,Washington,1993-05-01,,2008-05-23,1900-04-23 22:31:00,7.3,5.0,3573.0
Michales,484095,25,265,5,1,94,236.91,Male,"Sopot, Poland",1996-01-12,,2011-05-08,2016-11-25 13:54:00,7.69,185.0,133765.0
atatakaihito,1849084,12,24,1,0,21,7.49,Female,"Manchester, UK",,,2012-12-03,1900-05-08 16:34:00,9.73,3.0,427.0
sundero,4660326,4,27,4,5,2,24.59,Male,,1997-03-26,,2015-06-06,2017-10-05 20:08:00,8.82,10.0,1473.0
LadyKatara,864299,36,381,0,0,740,108.79,Male,"Lawrenceville, New Jersey",1991-09-24,,2011-11-02,1900-05-08 09:06:00,7.92,35.0,6850.0
Rei_NERV,174124,7,34,2,0,15,40.34,Male,"Kastoria, Greece",1992-07-21,,2009-04-23,2010-11-23 04:17:00,8.11,11.0,2412.0
Double-D,1363965,8,91,1,13,96,42.19,Male,,1997-01-01,,2012-06-25,2017-03-02 12:24:00,7.46,0.0,2483.0
Guiden,17529,39,246,7,35,24,126.07,Male,New York,1992-01-01,,2007-10-17,2016-06-11 01:54:00,6.97,21.0,7452.0
Kokoro_Inuzuka,2558385,80,331,25,13,114,130.29,Female,Texas,1994-03-11,,2013-05-12,2018-05-17 03:01:16,7.53,22.0,7982.0
boonannerz,6195815,3,124,0,6,0,34.22,Unknown,,,,2017-04-20,1900-03-10 09:56:00,6.77,0.0,2031.0
FourBar,6322007,13,70,0,3,15,19.32,Male,BeanerLand,2000-01-08,,2017-06-16,1900-05-12 21:17:00,7.36,0.0,1130.0
xyberangel,246674,15,81,6,3,89,55.28,Unknown,,,,2009-10-15,1900-01-13 13:55:00,8.4,0.0,3309.0
Pakt,291482,2,189,2,0,74,93.09,Male,"Poznań, Poland",1992-12-25,,2010-02-06,1900-05-03 02:51:00,8.38,0.0,5593.0
nasijia,843003,2,112,0,24,31,52.38,Female,,1987-08-15,,2011-10-30,2015-01-15 01:29:00,7.83,0.0,3123.0
andypnuts,384904,8,177,2,7,101,35.38,Male,"Vitória da conquista, Brazil",1988-10-30,,2010-09-18,2018-05-17 09:38:00,8.33,9.0,2053.0
Pepoo,4835055,26,210,9,3,114,58.52,Male,,1997-04-26,,2015-08-24,2018-05-18 02:09:35,8.01,0.0,3531.0
